-60.000 , 6892.405 , 0.000 , 1.000 , 0.000 , 0.000
-59.950 , 6881.124 , 0.000 , 1.000 , 0.000 , 0.000
-59.900 , 6869.851 , 0.000 , 1.000 , 0.000 , 0.000
-59.850 , 6858.588 , 0.000 , 1.000 , 0.000 , 0.000
-59.800 , 6847.334 , 0.000 , 1.000 , 0.000 , 0.000
-59.750 , 6836.089 , 0.000 , 1.000 , 0.000 , 0.000
-59.700 , 6824.854 , 0.000 , 1.000 , 0.000 , 0.000
-59.650 , 6813.628 , 0.000 , 1.000 , 0.000 , 0.000
-59.600 , 6802.412 , 0.000 , 1.000 , 0.000 , 0.000
-59.550 , 6791.204 , 0.000 , 1.000 , 0.000 , 0.000
-59.500 , 6780.005 , 0.000 , 1.000 , 0.000 , 0.000
-59.450 , 6768.816 , 0.000 , 1.000 , 0.000 , 0.000
-59.400 , 6757.636 , 0.000 , 1.000 , 0.000 , 0.000
-59.350 , 6746.466 , 0.000 , 1.000 , 0.000 , 0.000
-59.300 , 6735.303 , 0.000 , 1.000 , 0.000 , 0.000
-59.250 , 6724.151 , 0.000 , 1.000 , 0.000 , 0.000
-59.200 , 6713.009 , 0.000 , 1.000 , 0.000 , 0.000
-59.150 , 6701.875 , 0.000 , 1.000 , 0.000 , 0.000
-59.100 , 6690.751 , 0.000 , 1.000 , 0.000 , 0.000
-59.050 , 6679.635 , 0.000 , 1.000 , 0.000 , 0.000
-59.000 , 6668.529 , 0.000 , 1.000 , 0.000 , 0.000
-58.950 , 6657.433 , 0.000 , 1.000 , 0.000 , 0.000
-58.900 , 6646.345 , 0.000 , 1.000 , 0.000 , 0.000
-58.850 , 6635.267 , 0.000 , 1.000 , 0.000 , 0.000
-58.800 , 6624.197 , 0.000 , 1.000 , 0.000 , 0.000
-58.750 , 6613.137 , 0.000 , 1.000 , 0.000 , 0.000
-58.700 , 6602.087 , 0.000 , 1.000 , 0.000 , 0.000
-58.650 , 6591.046 , 0.000 , 1.000 , 0.000 , 0.000
-58.600 , 6580.014 , 0.000 , 1.000 , 0.000 , 0.000
-58.550 , 6568.991 , 0.000 , 1.000 , 0.000 , 0.000
-58.500 , 6557.977 , 0.000 , 1.000 , 0.000 , 0.000
-58.450 , 6546.973 , 0.000 , 1.000 , 0.000 , 0.000
-58.400 , 6535.978 , 0.000 , 1.000 , 0.000 , 0.000
-58.350 , 6524.992 , 0.000 , 1.000 , 0.000 , 0.000
-58.300 , 6514.015 , 0.000 , 1.000 , 0.000 , 0.000
-58.250 , 6503.048 , 0.000 , 1.000 , 0.000 , 0.000
-58.200 , 6492.090 , 0.000 , 1.000 , 0.000 , 0.000
-58.150 , 6481.141 , 0.000 , 1.000 , 0.000 , 0.000
-58.100 , 6470.201 , 0.000 , 1.000 , 0.000 , 0.000
-58.050 , 6459.270 , 0.000 , 1.000 , 0.000 , 0.000
-58.000 , 6448.349 , 0.000 , 1.000 , 0.000 , 0.000
-57.950 , 6437.437 , 0.000 , 1.000 , 0.000 , 0.000
-57.900 , 6426.535 , 0.000 , 1.000 , 0.000 , 0.000
-57.850 , 6415.641 , 0.000 , 1.000 , 0.000 , 0.000
-57.800 , 6404.756 , 0.000 , 1.000 , 0.000 , 0.000
-57.750 , 6393.881 , 0.000 , 1.000 , 0.000 , 0.000
-57.700 , 6383.016 , 0.000 , 1.000 , 0.000 , 0.000
-57.650 , 6372.159 , 0.000 , 1.000 , 0.000 , 0.000
-57.600 , 6361.312 , 0.000 , 1.000 , 0.000 , 0.000
-57.550 , 6350.474 , 0.000 , 1.000 , 0.000 , 0.000
-57.500 , 6339.645 , 0.000 , 1.000 , 0.000 , 0.000
-57.450 , 6328.825 , 0.000 , 1.000 , 0.000 , 0.000
-57.400 , 6318.015 , 0.000 , 1.000 , 0.000 , 0.000
-57.350 , 6307.214 , 0.000 , 1.000 , 0.000 , 0.000
-57.300 , 6296.421 , 0.000 , 1.000 , 0.000 , 0.000
-57.250 , 6285.639 , 0.000 , 1.000 , 0.000 , 0.000
-57.200 , 6274.866 , 0.000 , 1.000 , 0.000 , 0.000
-57.150 , 6264.102 , 0.000 , 1.000 , 0.000 , 0.000
-57.100 , 6253.347 , 0.000 , 1.000 , 0.000 , 0.000
-57.050 , 6242.601 , 0.000 , 1.000 , 0.000 , 0.000
-57.000 , 6231.864 , 0.000 , 1.000 , 0.000 , 0.000
-56.950 , 6221.137 , 0.000 , 1.000 , 0.000 , 0.000
-56.900 , 6210.419 , 0.000 , 1.000 , 0.000 , 0.000
-56.850 , 6199.711 , 0.000 , 1.000 , 0.000 , 0.000
-56.800 , 6189.011 , 0.000 , 1.000 , 0.000 , 0.000
-56.750 , 6178.320 , 0.000 , 1.000 , 0.000 , 0.000
-56.700 , 6167.639 , 0.000 , 1.000 , 0.000 , 0.000
-56.650 , 6156.967 , 0.000 , 1.000 , 0.000 , 0.000
-56.600 , 6146.305 , 0.000 , 1.000 , 0.000 , 0.000
-56.550 , 6135.651 , 0.000 , 1.000 , 0.000 , 0.000
-56.500 , 6125.007 , 0.000 , 1.000 , 0.000 , 0.000
-56.450 , 6114.372 , 0.000 , 1.000 , 0.000 , 0.000
-56.400 , 6103.747 , 0.000 , 1.000 , 0.000 , 0.000
-56.350 , 6093.130 , 0.000 , 1.000 , 0.000 , 0.000
-56.300 , 6082.523 , 0.000 , 1.000 , 0.000 , 0.000
-56.250 , 6071.925 , 0.000 , 1.000 , 0.000 , 0.000
-56.200 , 6061.336 , 0.000 , 1.000 , 0.000 , 0.000
-56.150 , 6050.757 , 0.000 , 1.000 , 0.000 , 0.000
-56.100 , 6040.188 , 0.000 , 1.000 , 0.000 , 0.000
-56.050 , 6029.625 , 0.000 , 1.000 , 0.000 , 0.000
-56.000 , 6019.074 , 0.000 , 1.000 , 0.000 , 0.000
-55.950 , 6008.531 , 0.000 , 1.000 , 0.000 , 0.000
-55.900 , 5997.999 , 0.000 , 1.000 , 0.000 , 0.000
-55.850 , 5987.475 , 0.000 , 1.000 , 0.000 , 0.000
